vunika,-tse,"break,broken"
vunikira,-ye,break
vunja,-nje,"change,exchange,change money"
vunura,-ze,translate
vunurwa,-we,translated
vunwa,-nwe,broken
vura,-ye,treat
vuruga,-ze,"beat,whip"
vutsa,-kije,"lose,hinder"
vuza,-gije,"knock,knock down"
vuza,-gije,"drum,beat,play,play instrument"
vuza,-je,"take,treatment"
"yabangira ingata",-ye,"run,evade"
yaga,-ze,visit
yaga,-ze,"melt,melted"
yaza,-gije,melt
yoba,-bye,"lose,err,stray"
yobera,-ye,"perplex,confuse,dumbfound"
yoberwa,-we,"perplexed,mistaken,confused"
yoboka,-tse,lead
yobora,-ye,lead
yoboza,-je,"ask,ask directions"
yungurura,-ye,sift
za,-je,come
zamuka,-tse,"climb,ascend,go up"
zamura,-ye,"lift,raise,lift up"
zana,-nye,"come with,bring"
zanira,-ye,bring
zengera,-ye,dizzy
zengererwa,-we,dizzy
zerera,-ye,"wander,walk,walk about aimlessly"
zeyutsa,-kije,disappoint
zi,NULL,know
zibuka,-tse,opened
zibura,-ye,open
zigama,-mye,save
zima,-mye,"extinguished,go"
zimana,-nye,"feast,serve"
zimira,-ye,"go astray,lose the way,lost"
zimya,-mije,"switch,off,extinguish"
zinduka,-tse,early
zinga,-nze,"fold,roll up,roll,crumple"
zingura,-ye,"unfold,unroll"
zinukwa,-tswe,"love,abandon"
zira,-ze,"forbidden,taboo,oppose,exclude"
zirika,-tse,tie
zirikana,-nye,"consider,think,ponder,meditate"
ziririza,jiririje,observe
zitira,-ye,plant
zitura,-ye,"untie,untie animal"
ziye,NULL,"know for,know"
ziza,-je,"blame,reproach"
zuka,-tse,"arise,dead,resurrected"
zungura,-ye,"inherit,replace"
zunguza,-je,shake
zura,-ye,"raise,resurrect,raise from dead"
zuyaza,-je,"delay,hesitate"
zwi,NULL,known
